U,V
18042,10815
18042,18146
18042,11122
18042,18213
18042,11468
18042,12355
18042,12980
18042,12988
18042,13727
18042,16238
18042,15694
11525,11742
11525,12731
14231,2390
16610,977
16610,5237
16610,11140
16610,8891
16610,5306
16610,3635
16610,5268
16610,8122
16610,10986
16610,11470
6901,1423
6192,8336
8336,7865
8336,3965
8336,18130
3924,14494
3924,4819
3924,16321
266,17170
266,679
266,1234
266,1629
266,3307
266,3566
266,6704
266,18132
1629,10144
1629,8539
1629,5220
1629,8666
1629,2574
1629,3566
1629,3869
1629,10248
2574,5220
2574,8666
2574,3566
2574,10248
3566,2867
3566,8539
3566,5220
3566,8666
3566,10248
3566,3869
4440,14565
4440,17737
5220,8666
5220,10248
5379,17287
5379,9202
5379,1985
5379,2349
5379,3919
5379,13755
5379,13326
5379,576
5379,14728
5379,3428
5379,5683
5379,6635
5379,6894
5379,16403
5379,17501
5379,9231
5379,10479
5379,11009
12979,12474
12979,14579
12979,5300
12979,9525
12979,4958
12979,17937
12979,1712
12979,3794
12979,6963
12979,8832
2833,5847
2833,6575
2833,3059
2833,7677
16470,9812
16470,14241
16470,11100
1867,14252
1867,8149
1867,10035
1867,10061
1867,17843
1867,10877
9207,9300
9207,6568
9207,6864
9207,10769
9207,17
9207,770
9207,1138
9207,2616
9207,15440
9207,15667
9207,7215
9207,9037
12638,5323
12638,9018
18791,7306
18791,18694
18791,12767
18791,14679
18791,383
18791,865
18791,13730
18791,13777
18791,2980
18791,8864
18791,10485
18791,18342
18791,11639
12988,4657
12988,144
12988,1533
12988,484
12988,802
12988,1127
12988,2108
12988,3553
12988,14852
12988,14891
12988,15131
12988,15415
12988,15692
12988,7566
12988,15266
12988,8753
12988,17607
12988,10074
12988,10815
12988,18146
12988,18213
12988,11428
12988,12355
12988,12980
12988,16624
8615,3118
8615,12476
8615,15460
8615,4910
12031,16127
16127,12840
16127,16719
12662,14066
12662,13622
12662,2020
15043,8133
12312,3937
12312,407
12312,5078
12312,14076
12312,376
12312,1658
12312,14935
12312,3985
12312,16122
12312,8917
14206,7909
14206,2378
14206,16783
14206,14907
14206,15302
14206,8212
14206,10209
14206,18497
14206,7850
3940,5116
3940,11146
3940,14328
3940,11995
4009,14012
4009,5116
4009,7281
11843,2809
11843,4598
11843,16764
11843,17601
11843,11049
10948,16676
10948,7865
10948,6203
85,8973
85,9245
85,18418
85,8375
85,1444
85,2894
85,2960
85,6877
85,9883
4232,3879
6877,8973
6877,12752
6877,9245
6877,18418
6877,8375
6877,9883
6877,2960
6877,1444
6877,2894
13514,17502
13514,5306
10062,1385
10062,8376
10062,3810
3722,10476
3722,12291
3722,12179
15742,8827
15742,1707
15742,3020
15742,11811
15742,18868
17377,2251
17377,13114
17377,540
17377,11653
17377,6488
17377,18377
17377,10186
17377,72
17377,2696
17377,4734
17377,5684
17377,7611
16208,13375
16208,3258
16208,6404
16208,10638
16208,13424
16208,1792
16208,3471
16208,3809
16208,4882
16208,8458
16208,11911
9291,597
9291,9859
9291,8826
9291,18089
9291,325
9291,13019
9037,9524
9037,9300
9037,6568
9037,6864
9037,16198
9037,5704
9037,10769
9037,12125
9037,17416
9037,13744
9037,16247
9037,7865
9037,770
9037,15440
9037,17
9037,1138
9037,1206
9037,6203
9037,9104
9037,10586
9037,11286
9037,11629
3884,4776
3884,3180
3884,5601
3884,16165
3884,5890
3884,11280
3884,11811
3884,15544
7817,6650
7817,18164
7817,276
7817,17696
7817,12755
7817,7435
7817,16948
7817,10364
7817,4794
7817,5178
7817,16300
7817,11067
11892,19138
11892,2732
11892,7166
11892,17197
18630,971
18630,14998
18630,1067
18630,11228
18630,17170
18630,2034
18630,524
18630,5136
18630,8562
18630,9227
18630,17609
15384,6015
1925,12580
1925,8924
1925,4751
1925,5308
6834,17865
6834,7068
4667,10334
4667,16612
4667,9147
4667,17723
4667,18135
4667,13084
7306,9122
7306,383
7306,865
7306,13730
7306,13777
7306,1468
7306,14405
7306,2980
7306,3273
7306,14679
7306,5124
7306,6165
7306,6364
7306,9378
7306,6392
7306,7552
7306,3125
7306,8808
7306,8864
7306,10144
7306,10164
7306,10249
7306,10485
7306,18109
7306,10943
7306,18309
7306,18342
7306,11639
7306,18694
7306,12342
7306,12404
7306,12767
7306,12865
7306,19133
7306,13007
7306,6626
992,11630
11796,11462
13007,18694
13007,18342
13007,12489
13007,13730
13007,383
13007,10485
13007,16265
13007,10164
13007,2980
13007,6364
5999,538
5999,625
5999,14346
5999,4213
5999,16205
5999,8505
5999,17159
5999,17326
11260,12592
11260,4371
11260,14392
11260,10588
2301,3544
2301,2764
2301,11150
2301,3809
2301,4516
2301,4882
3544,13222
3809,8948
3809,5148
3809,4516
3809,8458
3809,4882
3809,13424
4516,5148
8953,383
8953,14679
17204,8354
17204,11388
17204,9460
17204,16894
17204,17744
14532,9063
8225,14339
8225,8268
14339,6168
14339,13626
14339,7438
14339,8268
14339,10145
14339,18053
14339,11235
13436,9878
9878,18643
3663,1780
3663,3474
3663,9204
3663,10992
1780,9204
1780,3474
3474,10992
3474,8831
9204,10992
9204,1980
9204,7191
10992,1980
7191,18047
18047,13393
13393,1863
1863,7779
1863,13531
1863,1942
1863,14972
1863,11123
1863,18711
3955,941
3955,7743
3955,7732
3955,8332
3955,8468
3955,8480
3955,10392
3955,10646
3955,12976
941,7778
941,8480
941,16954
941,62
941,79
941,612
941,4024
941,4368
941,7026
941,7580
941,7743
941,7732
941,8193
941,8332
941,8468
941,8505
941,8812
941,17655
941,17720
941,10206
941,10419
941,10392
941,10646
941,11576
941,12976
7743,7778
7743,8480
7743,16954
7743,8468
7743,10392
7743,7137
7743,10206
7743,612
7743,10419
7743,11576
7743,10646
7743,4368
7743,17655
7743,62
7743,8812
7743,79
7743,13287
7743,4024
7743,7026
7743,8033
7743,8193
7743,8332
7743,9046
7743,9069
7743,12139
7732,12635
7732,13823
7732,79
7732,612
7732,4031
7732,7026
7732,8193
7732,8332
7732,17655
7732,17673
7732,10419
7732,10646
7732,11576
7732,12976
8332,8480
8332,16954
8332,8468
8332,10392
8332,10206
8332,10419
8332,10646
8332,17655
8332,8193
8332,79
8468,7778
8468,8480
8468,62
8468,612
8468,4368
8468,7026
8468,7580
8468,8193
8468,8812
8468,17655
8468,10419
8468,10392
8468,10646
8468,11576
8468,12976
8480,7778
8480,62
8480,79
8480,612
8480,4024
8480,4368
8480,5863
8480,7580
8480,8033
8480,8193
8480,16954
8480,8812
8480,17655
8480,17673
8480,17720
8480,10206
8480,10419
8480,10392
8480,10646
8480,11576
8480,12976
10392,7778
10392,16954
10392,62
10392,4368
10392,8193
10392,8812
10392,17655
10392,10206
10392,10419
10392,10646
10646,16954
10646,10206
10646,612
10646,10419
10646,11576
10646,62
10646,79
10646,4368
10646,7026
10646,8193
10646,8812
10646,17655
12976,7778
12976,7580
12976,17673
12976,11576
12976,17655
12976,79
12976,14723
7778,13567
7778,4368
7778,4596
7778,7580
7778,17673
7778,17720
13567,18030
13567,8610
13567,6773
13567,3041
13567,11718
13567,4368
13567,2348
13567,4609
13567,6762
13567,6920
13567,8272
4368,18974
4368,16954
4368,10792
4368,7580
4368,17673
4368,11197
4368,10206
4368,10419
4368,11576
4368,5863
4368,62
4368,13119
4368,79
4368,4024
4368,16380
4368,7026
4368,8193
4368,17153
4368,8812
4368,17655
4368,17720
7580,10792
7580,62
7580,612
7580,4024
7580,4031
7580,6920
7580,17153
7580,8812
7580,17655
7580,17673
7580,17720
7580,10206
17673,121
17673,13941
17673,5394
17673,62
17673,944
17673,3383
17673,8033
17673,8812
17673,17655
17673,17720
17673,10206
17720,121
17720,10792
17720,12420
17720,11197
17720,10419
17720,5863
17720,17655
17720,17153
17720,62
17720,8812
17720,4024
17720,79
17720,16380
62,16954
62,10206
62,10419
62,11576
62,5863
62,17655
62,17153
62,13119
62,79
62,4024
62,16380
62,7026
62,8193
62,8812
79,10206
79,612
79,10419
79,11576
79,5863
79,17655
79,8812
79,8193
79,7026
79,4024
79,4031
612,16954
612,7026
612,8193
612,17655
612,10419
4024,18974
4024,16954
4024,10206
4024,10419
4024,11576
4024,5863
4024,17655
4024,17153
4024,8812
4024,8193
4024,5632
4024,16380
4024,8033
5863,16954
5863,121
5863,13941
5863,1043
5863,7966
5863,944
5863,10206
5863,10419
5863,13119
5863,16380
5863,7026
5863,17153
5863,8812
5863,17655
8033,13287
8193,10206
8193,10419
8193,11576
8193,17655
8193,17153
8193,4031
8193,7026
16954,8812
16954,17655
16954,10206
16954,10419
8812,18974
8812,10206
8812,10419
8812,11576
8812,17655
8812,17153
8812,16380
17655,10206
17655,10419
17655,11576
17655,4031
17655,7026
10206,2613
10206,4000
10206,6850
10206,16380
10206,17153
10206,17284
10206,10419
10206,11576
10419,13941
10419,11197
10419,4031
10419,7026
10419,11576
11576,4031
11576,7026
7026,4031
8505,16228
8505,4350
8505,538
8505,14346
8505,625
8505,3009
8505,16205
8505,17326
13941,11197
9461,5394
5394,121
5394,6163
5394,2416
5394,327
5394,1043
5394,3383
5394,17153
5394,10792
12640,121
12640,18953
121,327
121,1298
121,17153
121,10792
121,12420
18953,600
6852,8371
2295,6819
2295,7373
2295,7654
2295,18634
6819,8094
6819,7373
6819,12147
6819,10661
6819,18498
7373,16999
7373,16295
7373,870
7373,2246
7373,3416
7373,3925
7373,14970
7373,4228
7373,9991
7373,18498
7373,11713
7654,18634
7654,498
18634,9130
18634,10200
9130,5478
10200,498
9713,4930
9713,5478
9713,15609
9713,7934
4930,18204
4930,18266
4930,11713
4930,2293
4930,4675
4930,9627
15609,706
15609,17662
15609,17916
15609,18023
15609,18396
7934,13301
498,8343
498,1893
498,16789
498,8222
1893,16789
1151,5335
13384,16771
13384,15596
13384,15822
13384,17284
15596,16771
15596,17284
15596,15822
15596,7926
15822,10600
15822,16771
15822,10407
15822,17284
16580,9308
16580,606
16580,16268
15025,14229
15025,18819
18819,14229
5010,15787
5010,11254
5010,12579
15787,4446
15787,12579
4751,8924
4751,3795
5088,7832
5088,13109
6893,6878
6893,8592
4446,10988
11254,2099
11254,14773
426,8247
8247,10600
8247,5042
1807,10407
17088,3835
3835,4297
3835,16485
683,14568
14568,9069
13823,14466
13823,12635
13823,2592
13823,4031
13823,18743
13823,14827
4031,12635
4031,2592
18030,2348
18030,4609
18030,6773
18030,6920
18030,8272
18030,8610
18030,8941
18030,11718
2348,8610
2348,6773
2348,11718
2348,4609
2348,6762
2348,6920
2348,8272
4609,6773
4609,3041
4609,6762
6773,8941
6773,8610
6773,13119
6773,6920
6773,8272
6773,11718
6920,8941
6920,8610
6920,3041
6920,11718
6920,13119
6920,8272
8272,8941
8272,8610
8272,3041
8272,11718
8272,9103
8272,13119
8272,6762
8610,8941
8610,11718
8941,13119
8941,3041
11718,3041
11718,13119
11718,6762
13119,1043
13119,17153
11761,14723
327,6163
327,1298
327,2416
327,10792
327,1043
327,2593
327,10752
327,944
327,12420
327,3383
327,17153
13287,9069
944,6163
944,1298
944,1043
944,16380
944,17153
1043,6163
1043,1298
1043,10792
1043,3383
1043,16380
1043,17153
2416,1212
2416,1284
2416,7133
2416,17153
2416,10792
2416,11395
2416,12459
2593,6163
2593,1298
2593,10792
2593,10752
3383,6163
3383,10752
3383,17153
6163,1298
6163,7879
6163,17153
6163,10752
6163,10792
16380,17153
17153,1298
17153,10792
17153,10752
17153,12420
1212,11395
1212,7133
1212,12459
1284,11395
1284,12459
7133,12459
11395,12459
16563,395
16563,9342
5042,6568
5042,15632
5042,6463
17284,4000
17284,2613
1368,16291
1368,7273
1368,18148
16291,7273
16291,18148
7273,18148
18148,4000
18148,2613
18148,3837
18148,16485
691,4942
9069,3161
18743,17497
18743,14827
14827,7031
14827,522
14827,12693
7966,5632
14293,728
14293,9103
728,11783
728,8972
728,11165
728,7167
2444,12280
7137,9046
9046,4092
2613,4000
2613,7177
4000,7177
4000,9224
6850,9184
7177,9224
7177,10180
7159,2389
7159,7226
7159,8297
7159,15634
7926,8149
7926,8526
3161,9262
4097,1521
4097,7632
4097,3202
4097,12922
4097,4210
4097,6468
4097,6537
4097,7820
4097,11778
4097,3454
4097,12610
4097,12924
4097,8141
1521,11778
1521,3202
1521,7820
1521,12922
1521,6468
1521,6537
1521,18762
1521,12924
7632,3202
7632,8141
7632,7820
7632,12922
7632,6468
7632,6537
7632,19034
3202,11778
3202,263
3202,12889
3202,12922
3202,6468
3202,6537
3202,7820
3202,12612
3202,12924
3202,8141
12922,11778
12922,7820
12922,6537
12922,6468
12922,15809
6468,11778
6468,8141
6468,7820
6468,6537
6468,10045
6468,12610
6468,12924
6537,11778
6537,7820
6537,12924
7820,11778
7820,8141
7820,10442
11778,5053
11778,19034
11778,8141
3454,8141
3454,240
3454,12890
3454,12930
3454,12947
12610,12924
12610,12890
5053,11991
5053,7256
19034,11968
263,12947
263,10256
263,16414
263,5005
263,7516
12889,6905
12889,882
12889,19047
12889,16414
12889,4236
12889,5005
12889,18762
12612,12895
12612,5008
12612,8457
12612,12886
12612,12930
12612,12961
10442,6320
10442,10045
18762,4926
18762,10256
18762,9030
18762,4248
15809,18884
15809,16414
15809,5005
15809,251
15809,4248
10045,6297
10045,6320
10045,10246
10045,10690
10045,12947
240,12890
240,12947
12890,12286
12890,12947
12930,12895
12930,12886
12930,8457
12930,5008
12930,6905
12930,18434
12947,13049
6320,819
6320,18884
6297,15794
10246,18884
10690,6654
10690,9638
18884,819
6654,886
6654,1352
6654,2631
6654,6552
6654,8087
6654,8858
6654,9288
6654,11501
6654,11742
9638,11769
9638,6771
9638,18118
9638,2853
9638,2652
9638,3369
9638,14846
9638,655
9638,3236
9638,206
9638,111
9638,443
9638,3528
9638,7368
9638,10178
9638,8527
9638,6304
9638,6086
9638,17973
9638,11429
9638,191
9638,4376
9638,5240
9638,9075
9638,6006
9638,2653
9638,4522
9638,5063
9638,6102
9638,16090
9638,12746
12895,5008
12895,6905
12895,7256
12895,18434
12895,4248
5008,12886
5008,8457
5008,12961
5008,12846
6905,2435
6905,16414
6905,7256
6905,4248
7256,251
7256,11991
18434,12886
18434,4270
4248,8457
4248,16414
4248,5005
4248,251
886,2631
886,6552
886,8087
886,8858
1352,8519
1352,3236
1352,11583
1352,17973
1352,16513
1352,2653
1352,9329
1352,12746
1352,5063
2631,6552
2631,8858
6552,8858
6552,11742
8858,8378
8858,11742
9288,2853
9288,10178
9288,16150
11742,14490
11742,16959
11742,590
11742,13481
11742,5341
11742,6373
8457,12886
12886,4926
12886,15920
12886,5958
12886,12846
12886,8401
4926,251
4926,12846
4926,10256
15920,5958
15920,8401
5958,8401
251,10256
251,16414
10256,3458
16414,882
16414,5005
16414,16809
4875,4270
4875,5200
16809,15480
14490,16981
14490,16825
14490,13208
16825,5884
5884,7291
5884,13715
5884,8365
5884,2789
5884,7969
5884,1100
5884,14169
5884,4799
5884,5341
5884,5752
5884,16410
5884,17047
5884,18705
5884,12645
13208,6618
6618,7291
6618,14927
2830,1482
2830,14130
2830,5066
2830,14225
4315,905
4315,16222
4315,11434
905,16222
16222,730
11434,15003
11434,7698
11434,8095
11434,9095
11434,12821
14918,9384
11167,7766
11167,13653
7766,13653
13333,12690
3501,6
3501,4490
3501,10284
3501,18874
6,18874
6,15721
6,13439
6,9247
6,9613
6,10284
6,14247
4490,12324
10284,18874
10284,15721
10284,9613
10284,13439
10284,4333
10284,5173
18874,5173
15883,13389
15883,11524
15883,12263
13389,16696
13389,11095
13389,12534
11524,12263
12263,3905
12263,13220
3905,5635
5635,13439
5635,18601
5635,2227
5635,5871
5635,17635
5635,4401
5635,16813
5635,16770
5635,1403
15003,2370
15003,5912
15003,12128
8095,13575
8095,17826
2370,12128
2370,8934
5912,7885
5912,2227
5912,4401
5912,16770
5912,18277
12128,8934
11166,3276
11166,5728
11166,15936
11166,6043
11166,17504
11166,18481
11166,18716
11166,12853
11166,12929
3276,5728
3276,15936
3276,6043
3276,12929
5728,15936
5728,6043
5728,12929
15936,11079
15936,18481
15936,12929
6043,12929
17504,6236
17504,12853
17504,2437
17504,17460
18716,16512
18716,13182
18716,2437
18716,18723
18716,18760
18716,12602
12853,6236
12853,6187
13575,3503
17826,12170
12170,16583
12170,13254
12170,17186
13439,17526
9247,9613
9247,14247
9247,5286
9247,2568
9247,18963
9247,2941
9613,4333
9613,11595
9613,11692
9613,14247
5898,6005
5898,7508
5898,11482
5898,18405
5898,12004
5898,16292
18405,16292
2615,6187
2615,6236
6187,9862
6187,18192
11692,6648
11692,11098
11692,17990
11692,5661
11692,9966
11692,5750
11692,13423
11692,2129
11692,1067
11692,17870
11692,11245
11692,12003
11692,18647
15222,13755
15222,2577
15222,3728
15222,12341
15222,9759
15222,869
15222,6351
15222,7340
15222,11157
15222,2204
15222,14481
15222,14530
15222,5769
15222,7356
15222,16634
15222,9231
15222,17195
15222,12196
15222,12348
15222,12316
16292,10951
11284,9819
11284,13254
11284,15567
11284,18546
9819,18841
9819,17443
13254,14721
14721,14421
14721,18811
455,7755
455,4539
455,9368
455,17392
455,17754
669,7755
669,7722
669,11119
669,9981
669,6744
669,7942
669,9380
746,18284
746,18449
746,14670
746,15559
746,18429
746,8139
746,18728
746,13878
4539,7755
4539,17392
4539,9981
4539,10060
4539,9368
4539,7942
6052,7722
6052,1821
6052,7942
6052,10060
7755,563
7755,7942
7755,9368
7755,17392
7755,9380
7755,9981
7755,11119
7755,18566
7942,11119
7942,9981
7942,563
7942,6744
7942,9380
9380,11119
9380,10060
9380,9368
9380,563
9380,6744
10060,17392
10060,3883
11119,7722
11119,563
11119,6014
6141,16842
6141,10487
6141,10247
16842,5830
9368,17754
9368,17392
9368,9981
9368,11658
9981,17392
9981,563
18566,177
18566,17748
4518,458
4518,6522
458,10197
458,564
458,9520
458,2563
458,5142
458,15923
6522,16012
6522,8489
5792,255
17754,6646
18284,2413
18284,14522
18284,16014
14522,16403
177,14852
177,15311
177,7598
177,18525
17748,10972
17502,5417
17502,11951
5417,8254
5417,8601
5417,11951
5417,11140
11951,4743
11951,10093
11951,10820
11951,11140
11951,4424
11951,3475
11951,8891
11951,5308
11951,11948
11951,15812
11951,5865
11951,13582
11951,8601
11951,5268
11951,7008
11951,15662
11951,11966
11951,8254
11951,13555
11951,11470
2664,3083
2664,7234
523,10389
255,2320
13647,18401
13647,8044
16403,9202
16403,7589
16403,2349
16403,10927
16403,6894
10972,1859
1859,7173
8935,15139
8935,10247
3009,18103
3009,16486
3009,1689
3009,697
3009,11939
3009,10279
3009,538
3009,4213
3009,16205
3009,7689
3009,17326
3009,625
3009,14718
3009,10008
3009,18571
17281,11183
17281,605
17281,6422
17281,325
17281,8215
17281,10396
8662,7324
8662,3977
8662,13598
8662,14654
8662,16359
8662,17229
8662,18126
18813,16478
18813,13332
18813,1957
18813,7324
16012,12865
12865,6215
12865,12404
12865,865
12865,2980
12865,10485
12865,18109
12865,18309
12865,18342
12865,12489
8254,4743
8254,10093
8254,4424
8254,8891
8254,18730
8254,11948
8254,5865
8254,13582
8254,8601
8254,5505
8254,5268
8254,7008
8254,2235
8254,13555
8254,1405
8254,6763
8254,11470
8601,4743
8601,5554
8601,18732
8601,11140
8601,4424
8601,8891
8601,5308
8601,1777
8601,11948
8601,15812
8601,5865
8601,15309
8601,531
8601,10901
8601,13582
8601,13555
8601,1405
8601,2235
8601,5268
8601,6763
8601,7008
8601,11470
11140,4743
11140,10093
11140,10820
11140,531
11140,13555
11140,1777
11140,4424
11140,18730
11140,5306
11140,5308
11140,5865
11140,7008
11140,8891
11140,9114
11140,10901
11140,10986
11140,11470
11140,15309
13103,977
13103,2804
13103,6239
977,2804
977,5264
977,6239
977,9123
977,12317
2804,6239
2804,4693
2804,5313
2804,12317
6239,5264
6239,12317
5264,13470
5264,10093
5264,10820
5264,4424
5264,4496
5264,9123
9123,10093
9123,9159
9123,9749
9123,11823
12317,4693
12317,5313
12317,10925
4743,13555
4743,13582
4743,1777
4743,3635
4743,4424
4743,18730
4743,5308
4743,15812
4743,5865
4743,7008
4743,8891
4743,10093
4743,10820
4743,11470
4743,11948
13555,4424
13555,8891
13555,18730
13555,5308
13555,1777
13555,11948
13555,15812
13555,5865
13555,531
13555,10901
13555,13582
13555,3635
13555,5268
13555,7008
13555,956
13555,6763
13555,11470
13582,8891
13582,5308
13582,11948
13582,15812
13582,5865
13582,9114
13582,15309
13582,3635
13582,5268
13582,6735
13582,7008
13582,9253
13582,11470
1777,10093
1777,10820
1777,4424
1777,8891
1777,18730
1777,5308
1777,531
1777,5306
1777,5865
1777,8694
1777,9114
1777,10901
1777,15309
3635,8891
3635,15812
3635,5865
3635,4072
3635,7008
4424,3232
4424,10093
4424,10820
4424,531
4424,4496
4424,5268
4424,5306
4424,5308
4424,5865
4424,7008
4424,8891
4424,9114
4424,10901
4424,11470
4424,15309
18730,10093
18730,10820
18730,531
18730,956
18730,5306
18730,10901
18730,15309
5308,9232
5308,10093
5308,10820
5308,8891
5308,531
5308,5865
5308,9114
5308,10901
5308,11470
5308,11520
5308,15309
15812,3475
15812,8891
15812,5430
5865,8891
5865,11948
5865,531
5865,5268
5865,7008
5865,10901
5865,11470
7008,10820
7008,8891
7008,11948
7008,531
7008,10901
7008,5268
7008,6763
7008,11470
8891,10820
8891,3475
8891,531
8891,4745
8891,5268
8891,10901
8891,11470
8891,11948
10093,9232
10093,439
10093,3475
10093,4496
10093,5268
10093,6487
10093,4302
10093,9108
10093,9159
10093,9424
10093,10820
10093,10901
10093,11948
10093,18871
10093,17783
10820,439
10820,531
10820,3902
10820,4496
10820,6487
10820,4302
10820,9108
10820,10901
10820,11762
10820,18871
11470,11948
11470,15309
11470,10901
11470,5268
11470,15662
11470,14319
11470,6763
2390,5237
2390,16197
2390,7187
2390,8122
5237,5268
5237,5430
16197,3475
16197,5430
7187,18277
7187,512
7187,3249
7187,11669
8122,15309
8122,5268
10430,5554
5554,11247
6120,2235
17076,1548
17076,12325
1548,12325
1548,4072
12325,4072
5268,10421
5268,10901
5268,6548
5268,6735
5268,9424
5430,3475
9232,7847
9232,4302
9232,9108
9232,10901
8489,17117
11247,3854
11247,3902
11247,11491
11247,18423
4787,1766
4787,18449
4787,1534
734,17391
734,17150
734,13336
734,6837
734,6974
734,11947
19082,19071
19082,2607
14371,1711
14371,15182
14371,5565
14371,15758
5565,15182
5565,15758
19071,2607
19071,4652
19071,15758
8743,15123
4652,82
5530,8167
5530,10266
13159,6927
6927,6910
1383,9483
1383,14670
1383,10332
3857,16606
3857,10638
10332,14670
15123,12766
6910,16918
6910,702
6910,14161
6910,14251
6910,15215
6910,4750
6910,15400
6910,5427
6910,17213
6910,8605
6910,9647
6910,17928
6910,12085
6910,12199
6910,18640
6261,7071
6261,12773
6261,11020
6261,10692
6261,11209
6261,15422
6261,51
6261,13278
6261,357
6261,13649
6261,2476
6261,14323
6261,2726
6261,14484
6261,4900
6261,15434
6261,15933
6261,15989
6261,16053
6261,8177
6261,9051
6261,9138
6261,9302
6261,10319
6261,10592
6261,10627
6261,18124
6261,11015
6261,12753
6261,19005
6261,12793
6261,12838
11016,11522
11016,17555
11016,15474
11016,10748
82,12041
82,16801
82,2864
82,552
82,997
82,2114
82,7136
82,10000
82,12081
4433,140
4433,18809
4433,3591
4433,10679
4433,12497
4433,12637
4433,18004
140,12497
140,3591
140,4416
140,10679
140,12637
18809,12497
18809,3591
18809,4416
18809,18004
3591,12497
3591,1055
3591,4416
3591,10679
3591,18004
10679,12497
12497,4416
12497,12637
12497,18004
12637,4416
12637,17427
12637,18004
4416,1055
4416,16416
4416,12046
4416,18004
16416,2573
16416,12046
16416,183
16416,15085
16416,13000
12046,1054
12046,1256
12046,13892
12046,16044
12046,7583
12046,7586
12046,7982
12046,8512
12046,17292
12046,10677
12046,11950
12046,12221
12046,15250
17427,17288
17427,11253
17427,15092
17427,949
17427,15084
2573,183
2573,15085
183,7837
183,13000
15085,783
15085,1093
15085,3442
15085,4046
15085,4869
15085,7091
15085,8274
15085,8526
1054,1256
1054,10677
1054,13892
1054,16044
1054,7586
1054,8512
1054,12221
1054,16810
1054,7583
1256,15250
1256,13892
1256,16044
1256,7583
1256,7586
1256,8512
1256,17292
1256,10677
13892,10677
13892,17292
13892,3686
13892,16044
13892,7583
13892,7586
13892,16810
13892,8512
13892,12221
16044,15250
16044,10677
16044,17292
16044,7583
16044,7586
16044,16810
16044,8512
16044,12221
7583,15250
7583,10677
7583,7586
7583,8512
7583,12221
7583,16810
7583,18459
7586,15250
7586,10677
7586,17292
7586,16810
7586,8512
7982,16449
7982,17228
7982,17939
7982,16442
8512,10677
8512,17292
8512,16810
17292,15250
17292,10677
10677,15250
10677,3686
10677,16810
10677,12221
13000,7837
783,7091
783,1093
783,14100
783,3442
783,4046
783,4869
783,8274
783,8526
1093,7091
1093,40
1093,4303
1093,11389
3442,7091
3442,4869
4046,7091
4046,8274
4046,9494
7091,8274
8274,13570
8526,8149
10359,12328
10359,12845
12328,12845
14100,6878
14100,9016
14100,11800
40,4303
40,2141
40,11389
40,8719
4303,2141
4303,7880
4303,8719
11389,2141
11389,7880
11389,8719
16449,17228
16449,17939
13570,932
13570,10963
6878,7593
6878,4617
6878,8984
6878,15325
6878,442
6878,3997
6878,939
6878,4601
6878,16921
6878,1881
6878,4106
6878,15968
6878,8592
6878,17462
6878,11929
9016,15364
9016,10423
9016,10776
9016,11800
11800,10423
11800,15364
2141,7880
2141,8719
7880,8719
662,6535
662,14000
662,1609
662,14859
662,15183
662,15612
662,6803
662,4950
662,8131
662,17438
662,17634
662,9997
662,10264
662,11050
662,12075
662,13075
14000,1609
14000,8131
14000,17052
14000,17438
14000,17634
14000,10264
6535,1609
6535,14859
6535,6803
6535,4950
6535,17438
6535,17634
6535,10264
6535,10451
6535,10968
6535,11050
6535,12075
6535,13075
4950,14859
4950,17438
4950,9057
4950,6803
4950,12075
4950,17052
8131,17438
8131,6803
8131,15383
8131,17052
8131,8906
8131,9997
17052,10264
17052,6803
17438,14859
17438,10264
17438,1609
17438,15383
17438,9997
17438,11050
17438,13075
10264,15383
10264,6803
11050,1609
11050,13075
13075,14859
13075,1609
13075,12075
17228,1220
17228,2199
17228,4520
1220,11488
1220,15353
1220,5196
1220,9206
1220,18541
1220,12083
1220,16973
2199,745
2199,651
2199,13811
2199,14533
2199,13168
2199,19038
2199,16018
2199,17905
15364,10423
10776,4496
10776,5505
1609,14859
1609,12075
14859,15978
14859,6803
14859,17634
14859,12075
6803,15383
6803,9997
6803,12075
12075,3296
17939,12507
12507,4085
12507,13573
12507,2584
15183,13370
15183,2479
15612,5345
15612,331
15612,2255
15612,6071
15612,16565
15612,9846
15612,10447
15612,18848
3296,15236
3296,11340
10155,12617
10155,9921
10155,8902
10155,17899
8906,14996
8906,13537
4450,1654
4450,2081
4450,14261
4450,14573
4450,2006
4450,14773
4450,6287
4450,9141
4450,12956
1654,2081
1654,14573
1654,2006
1654,6287
1654,9141
1654,12956
2081,6287
2081,12956
2081,9141
2081,2006
2081,2822
2081,6201
2081,11754
14261,15821
14261,32
14261,9745
14261,8073
14261,3073
14261,6209
14261,17818
14261,17117
14261,8850
14261,839
14261,14582
14261,13792
14261,5612
14261,2293
14261,18036
14261,15114
14261,3081
14261,4102
14261,17128
14261,17430
14261,14321
14261,2612
14261,860
14261,1913
14261,2007
14261,3576
14261,3644
14261,4633
14261,5547
14261,6094
14261,8709
14261,9734
14261,12116
14573,6287
14573,2006
2006,6287
2006,12956
2006,9141
2006,604
2006,15012
14773,6601
14773,578
14773,15034
6287,8338
6287,9141
6287,12956
9141,12956
9141,15012
9141,10072
8338,117
8338,1242
8338,13833
8338,2086
8338,2760
8338,2780
8338,2915
8338,3656
8338,3985
8338,4320
8338,4618
8338,5016
8338,6244
8338,5811
8338,6513
8338,9433
8338,9893
8338,12087
